,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
136011,4981 Shirley St,{'BusinessAcceptsCreditCards': 'True'},lhlOPi2LZEq2o8zIAEEpyQ,"Local Services, Community Service/Non-Profit",Las Vegas,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0'}",1,36.0996022,-115.1428326,Nevada Partnership For Homeless Youth,Southeast,89119,4,5.0,NV
136325,5757 Wayne Newton Blvd,"{'Alcohol': 'full_bar', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}",YCfGBnOZl8mGi7m7oWf4rg,"Restaurants, Sandwiches",Las Vegas,,1,36.086171,-115.136986,Prickly Pear Cafe,Southeast,89119,4,2.0,NV
136704,PO 97622,,ZLoRKv34xolZs8dy6MkB3A,"Automotive, Windshield Installation & Repair, Auto Glass Services, Auto Repair",Las Vegas,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",1,36.09,-115.15,All Car Glass,Southeast,89193,7,5.0,NV
137230,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}",lwgCaAHeIzJFWT3jqFz0Rw,"Shopping, Electronics",Las Vegas,,1,36.082991,-115.148221,Brookstone,Southeast,89119,3,3.5,NV
137232,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '4'}",Ysp8YfvXBuZ6pQ7-rRedTA,"Specialty Food, Food, Candy Stores",Las Vegas,,1,36.0849929,-115.1511348,iCandy,Southeast,89119,3,2.5,NV
137246,McCarran International Airport Terminal 3,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",bfY7lYQWOg1UosYbJQceAw,"Burgers, Fast Food, Restaurants",Las Vegas,,1,36.085488,-115.151185,Carl's Jr,Southeast,89122,15,2.5,NV
138096,3801 S Las Vegas Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'HappyHour': 'False', 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': 'no', 'WheelchairAccessible': 'True'}",JWldS1fDDZzLQkMgBJ4yUA,"Nightlife, Arts & Entertainment, Performing Arts, Comedy Clubs",Las Vegas,"{'Monday': '20:30-0:0', 'Tuesday': '20:30-0:0', 'Wednesday': '20:30-0:0', 'Thursday': '20:30-0:0', 'Friday': '20:30-0:0', 'Saturday': '20:30-0:0', 'Sunday': '20:30-0:0'}",1,36.0990448,-115.1704519,Laugh Factory,The Strip,89109,145,3.5,NV
138357,"5915 S Eastern Ave, Ste 106","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True'}",FOJCIPD25R5K3BE4WxlIjg,"Art Supplies, Shopping, Hobby Shops, Arts & Crafts, Jewelry",Las Vegas,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-17:0'}",0,36.0816107,-115.1219596,Scrappin' Time,Southeast,89119,6,3.0,NV
138547,3965 Las Vegas Blvd S,,Nndckr3N-rbhIZQtNCTZSQ,"Hotels & Travel, Hotels, Event Planning & Services",Las Vegas,,1,36.0914271,-115.1719172,Desert Oasis Motel,The Strip,89119,3,2.5,NV
138785,5590 Wilbur St,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}",64_SPBoj9gYMa9w8r_G7EQ,"Parks, Active Life",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.089498294,-115.139191747,Siegfried & Roy Park,Southeast,89119,6,4.0,NV
139185,3801 S Las Vegas Blvd,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForDancing': 'True', 'GoodForKids': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2'}",LwqeN3cXn2_CikCbg3UURQ,"Nightlife, Arts & Entertainment, Cabaret, Adult Entertainment",Las Vegas,"{'Monday': '21:0-22:30', 'Wednesday': '21:0-22:30', 'Thursday': '21:0-22:30', 'Friday': '21:0-22:30', 'Saturday': '21:0-22:30', 'Sunday': '21:0-22:30'}",0,36.0990311,-115.1708014,Cherry Boom Boom,The Strip,89109,8,4.5,NV
139960,,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}",NqBPd6I5zZ6uUVCKEJAwGw,"Party & Event Planning, Magicians, Arts & Entertainment, Beauty & Spas, Party Equipment Rentals, Party Characters, Face Painting, Event Planning & Services, Makeup Artists, Performing Arts, Clowns",Las Vegas,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,36.09,-115.15,Amazing Face Painting,Southeast,89193,22,4.5,NV
139966,5085 S Eastern Ave,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",inS7ktccdZ872STktOzAtg,"Convenience Stores, Food, Grocery, Coffee & Tea",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0967547067,-115.119443983,7-Eleven,Southeast,89119,4,4.0,NV
140200,5757 Wayne Newton Blvd,{'RestaurantsPriceRange2': '2'},hL1r-Mh-UPOQJ7tbXCd9Yw,"Restaurants, American (New)",Las Vegas,,1,36.0858828,-115.149411,Track Lounge,Southeast,89119,3,3.0,NV
140736,5757 Wayne Newton Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WiFi': 'no'}",88vF_9_X9dJwZ7w-hwtMow,"Restaurants, American (Traditional), Nightlife, Pubs, Bars",Las Vegas,,1,36.0839998,-115.1537389,Lucky Streak at LAS,Southeast,89119,43,3.0,NV
141333,"McCarran International Airport, Concourse D","{'Alcohol': 'full_bar', 'BestNights': ""{'monday': True, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'GoodForDancing': 'False', 'HappyHour': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': 'no', 'WheelchairAccessible': 'True'}",saMYf8chTS6lziUp7INnvw,"Nightlife, Lounges, Bars",Las Vegas,,0,36.0853842953,-115.150194168,Presidents Club,Southeast,89119,9,4.0,NV
141367,5050 Paradise Rd,,11pHOr7cEX80JN-76acoiA,"Truck Rental, Car Rental, Hotels & Travel, Automotive",Las Vegas,"{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}",1,36.098937,-115.148759,U Save Car Rentals,Southeast,89119,7,1.5,NV
141548,"5030 Paradise Rd, Ste B110","{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True'}",dpVMSMJjJtwhO_Zvugc5_w,"Delis, American (Traditional), Restaurants, Food, Food Delivery Services, Breakfast & Brunch",Las Vegas,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-12:30'}",0,36.098467,-115.148375,Licklider's Deli & Grill,Southeast,89119,4,5.0,NV
141692,6075 Spencer St,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}",Fpv_fD9Djlh0NNBQ8dR0Qg,"Food, Grocery",Las Vegas,,1,36.0797665,-115.127809,Fresh Attractions World Market Flavors,Southeast,89119,4,1.0,NV
142068,McCarran Airport,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",5W37Wy6f4kptoHAU0KX7yg,"Food, Coffee & Tea",Las Vegas,,1,36.0809050915,-115.146765299,The Coffee Bean & Tea Leaf,Southeast,89119,32,3.0,NV
142175,,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}",6yWUkU0JK5M5iKs8SO7sVg,"Makeup Artists, Beauty & Spas",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0830589622,-115.151483783,Makeup by Hafsa,Southeast,89119,5,5.0,NV
142525,5613 S Eastern Ave,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}",NTXXRwV0UNGlEtj-qrNDhw,"Home Services, Home Cleaning",Las Vegas,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-13:0'}",1,36.087781,-115.119141,A Maid for you,Southeast,89119,14,1.5,NV
142526,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': 'no'}",q0H1PxtbZkVrdL1Ya_8lEg,"Food, Ice Cream & Frozen Yogurt",Las Vegas,,0,36.0858828,-115.149411,Carvel Ice Cream,Southeast,89119,4,3.5,NV
143150,,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}""}",IV9YexrySczeAbbJCLSQYA,"Nightlife, Arts & Entertainment, Music Venues",Las Vegas,{'Monday': '9:0-17:0'},0,36.0765176,-115.1533426,VIP HookUp,Southeast,89119,3,3.0,NV
143520,"2375 E Tropicana Ave, Ste 5",,_3-qT4mA1pUDf72yrpNnWw,"Television Service Providers, Home Services",Las Vegas,,1,36.09949,-115.120338,Sky Technologies,Southeast,89119,3,2.5,NV
143631,3937 Spencer St,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}",-ubMHUCK8TQgGI4hWZgWpA,"Apartments, Home Services, Real Estate",Las Vegas,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",1,36.086719567,-115.138026,Riverbend Village Apartments,Southeast,89119,11,1.5,NV
143833,"5030 Paradise Rd, Ste A113","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}",6r1rkHPSQQO0iKYZD04kWA,"Shopping, Local Flavor, Tobacco Shops",Las Vegas,"{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-17:0'}",0,36.0983856,-115.148285,Pick N Puff,Southeast,89119,7,4.5,NV
143895,"3999 Las Vegas Blvd, Ste D","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",ISeb4rh50T02uADLTok9TA,"Restaurants, Pizza",Las Vegas,"{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-1:0'}",0,36.0901056901,-115.172292057,Pop's Pizza,The Strip,89109,19,3.5,NV
144196,,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",dWXZEl9XQ9wa0e7W6aRs-Q,"Home Cleaning, Home Services",Las Vegas,,1,36.0765176,-115.1533426,Nevada Clean Up,Southeast,89119,4,3.5,NV
144630,5032 Palo Verde Rd,,9k6nSDyYjPMMFoTs3kXFFg,"Car Rental, Hotels & Travel",Las Vegas,,0,36.098446,-115.146826,Enterprise Rent-A-Car,Southeast,89119,9,3.0,NV
144873,5757 Wayne Newton Blvd,{'WiFi': 'free'},FaHADZARwnY4yvlvpnsfGA,"Airports, Hotels & Travel",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0850163303,-115.151009469,McCarran International Airport,Southeast,89119,3481,3.5,NV
145038,"5006 S Maryland Pkwy, Ste 11","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}",-Jo0rJr2mZxBVgaJqDs-TQ,"Restaurants, African, South African",Las Vegas,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '13:0-22:0'}",1,36.0987437,-115.1360224,Chiamaka Food,Southeast,89119,6,3.5,NV
145198,3801 S Las Vegas Blvd,{'GoodForKids': 'True'},4AgpYGnU6CigknzmMDqlaA,"Educational Services, Cultural Center, Arts & Entertainment, Education",Las Vegas,,1,36.0993783,-115.1710285,JFK Exhibit,The Strip,89109,5,1.0,NV
146334,5757 Wayne Newton Blvd,,kB41y8iPB9tNrG4jIciiig,"Transportation, Airlines, Hotels & Travel",Las Vegas,,1,36.0839998,-115.1537389,Delta Air Lines,Southeast,89119,141,2.0,NV
146871,5757 Wayne Newton Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'HappyHour': 'False', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'WiFi': 'no'}",-KUOQZxJqGjf4NfK3j43tQ,"Lounges, Nightlife, Bars",Las Vegas,,1,36.0831401986,-115.148800501,Barney's Lounge,Southeast,89119,14,2.5,NV
147543,"5645 S Eastern Ave, Ste 10","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",x5Eva9BReGn3gzBVrE_zQw,,Las Vegas,,1,36.0872287071,-115.119303946,Ink Masters Las Vegas,Southeast,89119,28,4.5,NV
147633,"Town Square Mall, 6539 Las Vegas Blvd S, Ste 113","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True'}",GIQU729B78R5aG7V28afVg,"Shopping, Home & Garden, Furniture Stores",Las Vegas,,0,36.089494,-115.138026,EQ3,Southeast,89119,3,2.5,NV
147725,McCarran Airport,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",ir91fFZwnjgBnYCnrqNd6Q,"Burgers, Restaurants",Las Vegas,,1,36.0812917584,-115.159721375,Burger King,Southeast,89119,16,2.0,NV
147838,5025 S Eastern Ave,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",kkGle2CmWFS2jNtV4YhukA,"Food, Bakeries",Las Vegas,"{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}",0,36.0977824,-115.1198557,A Simple Life,Southeast,89119,3,4.5,NV
147840,4975 Swenson St,{'BusinessAcceptsCreditCards': 'True'},JjAGbRSHwcfOeEglyx2P9g,"Local Services, Public Services & Government, Shipping Centers, Post Offices",Las Vegas,"{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}",1,36.0996207,-115.1465238,US Post Office,Southeast,89119,23,2.5,NV
148008,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",Mv2SeBkY0DASmwO1-mM-iQ,"American (Traditional), Restaurants, Sandwiches",Las Vegas,,1,36.08044,-115.146097,Las Mkt,Southeast,89119,44,2.5,NV
148327,5905 S Eastern,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3'}",s_wabHS2PmZhOgmQDMh9Gw,"Professional Services, Shopping, Telecommunications, Home Services, Mobile Phone Accessories, Mobile Phones, Local Services, Electronics, IT Services & Computer Repair, Internet Service Providers",Las Vegas,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-18:0'}",1,36.0819807378,-115.119610275,AT&T,Southeast,89120,6,2.0,NV
148585,"5437 S Eastern, Ste 6","{'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}",6EGQFew_T2UoJuIkzLtjAA,"Screen Printing/T-Shirt Printing, Professional Services, Arts & Crafts, Screen Printing, Shopping, Local Services, Printing Services, Embroidery & Crochet, Advertising",Las Vegas,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0'}",1,36.090869,-115.1192015,3Nuts,Southeast,89120,35,5.0,NV
148689,,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",7maHW53GXG6Kfi8SeTaLQw,"Gas Stations, Automotive, Home Services, Utilities",Las Vegas,,1,36.09,-115.15,Southwest Gas Corporation,Southeast,89193,51,1.5,NV
